Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,OK,Oklahoma,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Less than H.S.,Education Attained,66,22.4,17.0,27.9,3715,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,40,EDUCA1,CAT5,_MENT14D,RESP224,"(35.47203135600046, -97.52107021399968)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,192,23.4,19.6,27.2,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,EDUCA2,CAT5,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,2074,30.6,29.0,32.2,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,SEX2,CAT2,_MENT14D,RESP223,"(40.06021014100048, -82.40426005599966)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,2643,60.9,58.9,62.9,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,EDUCA4,CAT5,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,NE,Nebraska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,67,41.5,31.1,51.9,3707,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,31,RACE07,CAT4,_MENT14D,RESP222,"(41.6410409880005, -99.36572062299967)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,14,26.2,11.2,41.2,3705,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,RACE06,CAT4,_MENT14D,RESP223,"(43.65595011300047, -71.50036091999965)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,363,66.9,61.8,71.9,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,AGE04,CAT3,_MENT14D,RESP222,"(39.008830667000495, -75.57774116799965)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Male,Gender,538,19.8,18.0,21.6,3666,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,SEX1,CAT2,_MENT14D,RESP223,"(38.66551020200046, -80.71264013499967)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$200,000+",Household Income,453,63.8,58.8,68.7,3743,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,INCOME07,CAT6,_MENT14D,RESP222,"(37.54268067400045, -78.45789046299967)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,207,21.5,18.4,24.7,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,INCOME02,CAT6,_MENT14D,RESP224,"(46.35564873600049, -94.79420050299967)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,35-44,Age Group,48,7.0,4.5,9.4,3678,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,AGE03,CAT3,_MENT14D,RESP223,"(18.220833, -66.590149)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,179,24.1,19.9,28.4,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,INCOME02,CAT6,_MENT14D,RESP224,"(47.52227862900048, -120.47001078999972)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Overall,Overall,3838,61.4,59.8,62.9,3662,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,BO1,CAT1,_MENT14D,RESP222,"(40.79373015200048, -77.86070029399963)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,50,30.5,20.7,40.4,3708,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,RACE07,CAT4,_MENT14D,RESP223,"(38.635790776000476, -92.56630005299968)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Less than $15,000",Household Income,77,31.3,23.2,39.4,3727,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,INCOME01,CAT6,_MENT14D,RESP224,"(35.466220975000454, -79.15925046299964)"
2021,NV,Nevada,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,25-34,Age Group,77,24.3,18.0,30.5,3676,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,32,AGE02,CAT3,_MENT14D,RESP224,"(39.493240390000494, -117.07184056399967)"
2021,IN,Indiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$35,000-$49,999",Household Income,166,18.4,15.4,21.3,3736,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,18,INCOME04,CAT6,_MENT14D,RESP224,"(39.766910452000445, -86.14996019399968)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,268,21.1,17.8,24.4,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,INCOME03,CAT6,_MENT14D,RESP223,"(45.254228894000505, -68.98503133599962)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,130,10.6,8.3,12.9,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,INCOME06,CAT6,_MENT14D,RESP224,"(44.6613195430005, -84.71439026999968)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,College graduate,Education Attained,182,9.0,7.2,10.7,3724,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,EDUCA4,CAT5,_MENT14D,RESP224,"(44.39319117400049, -89.81637074199966)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,38,6.1,3.7,8.5,3745,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,INCOME07,CAT6,_MENT14D,RESP224,"(37.54268067400045, -78.45789046299967)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,39,12.5,8.3,16.8,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,RACE08,CAT4,_MENT14D,RESP224,"(40.48501028300046, -88.99771017799969)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,206,21.8,18.3,25.4,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,EDUCA2,CAT5,_MENT14D,RESP223,"(43.23554134300048, -108.10983035299967)"
2021,OR,Oregon,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Less than H.S.,Education Attained,55,20.5,14.9,26.1,3715,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,41,EDUCA1,CAT5,_MENT14D,RESP224,"(44.56744942400047, -120.15503132599969)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$200,000+",Household Income,352,63.1,55.8,70.4,3743,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,INCOME07,CAT6,_MENT14D,RESP222,"(31.827240407000488, -99.42677020599967)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,62,55.9,42.4,69.3,3695,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,RACE03,CAT4,_MENT14D,RESP222,"(45.254228894000505, -68.98503133599962)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"White, non-Hispanic",Race/Ethnicity,1350,16.1,15.1,17.1,3691,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,RACE01,CAT4,_MENT14D,RESP224,"(47.52227862900048, -120.47001078999972)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,18-24,Age Group,136,24.5,20.0,29.0,3673,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,AGE01,CAT3,_MENT14D,RESP224,"(40.79373015200048, -77.86070029399963)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,55-64,Age Group,871,62.0,58.5,65.4,3683,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,AGE05,CAT3,_MENT14D,RESP222,"(43.62538123900049, -72.51764079099962)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,1788,12.4,11.7,13.0,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,BO1,CAT1,_MENT14D,RESP224,"(46.35564873600049, -94.79420050299967)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,84,9.2,6.6,11.8,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,INCOME06,CAT6,_MENT14D,RESP224,"(32.83968109300048, -83.62758034599966)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Male,Gender,481,19.1,17.2,20.9,3666,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,SEX1,CAT2,_MENT14D,RESP223,"(47.47531977900047, -100.11842104899966)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Less than $15,000",Household Income,63,22.7,15.4,30.0,3727,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,INCOME01,CAT6,_MENT14D,RESP224,"(32.745510099000455, -89.53803082499968)"
2021,OK,Oklahoma,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Overall,Overall,1173,23.9,22.4,25.4,3663,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,40,BO1,CAT1,_MENT14D,RESP223,"(35.47203135600046, -97.52107021399968)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,35-44,Age Group,66,12.4,9.2,15.4,3679,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,11,AGE03,CAT3,_MENT14D,RESP224,"(38.89037138500049, -77.03196112699965)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,55-64,Age Group,370,13.6,11.7,15.4,3685,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,AGE05,CAT3,_MENT14D,RESP224,"(40.06021014100048, -82.40426005599966)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,2240,66.6,64.5,68.6,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,EDUCA4,CAT5,_MENT14D,RESP222,"(21.304850435000446, -157.85774940299973)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Some post-H.S.,Education Attained,2831,57.1,55.4,58.8,3719,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,EDUCA3,CAT5,_MENT14D,RESP222,"(46.35564873600049, -94.79420050299967)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,55-64,Age Group,1306,67.5,64.6,70.4,3683,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,AGE05,CAT3,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,MT,Montana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,193,26.1,22.2,30.0,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,30,INCOME04,CAT6,_MENT14D,RESP223,"(47.06652897200047, -109.42442064499971)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,23,26.1,15.6,36.5,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,RACE08,CAT4,_MENT14D,RESP224,"(47.47531977900047, -100.11842104899966)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,27,8.2,4.5,11.9,3745,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,INCOME07,CAT6,_MENT14D,RESP224,"(40.79373015200048, -77.86070029399963)"
2021,NE,Nebraska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"White, non-Hispanic",Race/Ethnicity,8910,60.8,59.6,62.0,3689,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,31,RACE01,CAT4,_MENT14D,RESP222,"(41.6410409880005, -99.36572062299967)"
2021,KS,Kansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,422,38.7,35.4,42.0,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,20,AGE01,CAT3,_MENT14D,RESP222,"(38.34774030000045, -98.20078122699965)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,3748,51.9,50.0,53.9,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,SEX2,CAT2,_MENT14D,RESP222,"(38.635790776000476, -92.56630005299968)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,25,4.2,1.8,6.6,3745,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,INCOME07,CAT6,_MENT14D,RESP224,"(31.827240407000488, -99.42677020599967)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"White, non-Hispanic",Race/Ethnicity,1685,62.2,59.4,65.0,3689,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,RACE01,CAT4,_MENT14D,RESP222,"(21.304850435000446, -157.85774940299973)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,45-54,Age Group,423,27.1,24.4,29.7,3681,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,AGE04,CAT3,_MENT14D,RESP223,"(44.6613195430005, -84.71439026999968)"
2021,UT,Utah,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,949,54.8,52.0,57.6,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,49,AGE04,CAT3,_MENT14D,RESP222,"(39.360700171000474, -111.58713063499971)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Some post-H.S.,Education Attained,384,25.6,22.8,28.4,3720,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,EDUCA3,CAT5,_MENT14D,RESP223,"(40.79373015200048, -77.86070029399963)"
